['2017, Hyundai Santa Fe Sport 2.0T Ultimate AWD, $21,295, 39,953 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start', 'No', 'Automatic', 'Platinum Graphite']
['2017, Chevrolet Equinox LT FWD, $15,995, 22,562 miles, Navigation System, Alloy Wheels, Bluetooth, Backup Camera', 'Yes', '6-Speed Automatic Overdrive', 'Wh']
['2016, Ford Escape SE AWD, $11,800, 59,326 miles, Navigation System, Alloy Wheels, Bluetooth, Backup Camera', 'No', '6-Speed Automatic', 'White']
['2017, Hyundai Santa Fe Sport 2.4L AWD, $18,795, 30,630 miles, Leather Seats, Popular Equipment Package, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Cargo Package', 'Yes', 'Automatic', 'Twilight Black']
['2019, INFINITI Q60 3.0t Luxe Coupe RWD, $31,850, 3,738 miles, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Cargo Package', 'No', 'Automatic', 'Graphite Shadow']
['2013, Ford Escape SEL AWD, $10,595, 78,985 miles, Leather Seats, Alloy Wheels', 'No', 'Automatic', 'White Platinum Metallic Tri-coat']
['2019, Hyundai Kona SE AWD, $16,908, 13,818 miles, Alloy Wheels, Bluetooth, Backup Camera', 'No', 'Automatic', 'Thunder Gray']
['2013, Chevrolet Silverado 1500 LT Extended Cab 4WD, $17,990, 64,709 miles, Remote Vehicle Starter Prep Package, Navigation System, Suspension Package, Appearance Package, Chrome Wheels, Skid Plate Package, Steel Wheels, Bluetooth, Remote Start', 'No', '6-Speed Automatic Overdrive', 'Gy']
['2016, Chevrolet Traverse 1LT AWD, $19,490, 21,088 miles, Acoustical Package, Navigation System, Alloy Wheels, Technology Package, Bluetooth, Backup Camera, Remote Start', 'No', '6-Speed Automatic', 'Dk']
['2013, Chevrolet Silverado 1500 LT Extended Cab 4WD, $17,990, 64,709 miles, Remote Vehicle Starter Prep Package, Navigation System, Suspension Package, Appearance Package, Chrome Wheels, Skid Plate Package, Steel Wheels, Bluetooth, Remote Start', 'No', '6-Speed Automatic Overdrive', 'Gy']
['2017, Kia Optima LX, $12,300, 25,434 miles, Alloy Wheels, Bluetooth, Backup Camera, Convenience Package', 'No', '6-Speed Automatic', 'Titanium Silver']
['2017, Nissan Rogue SL AWD, $19,994, 22,369 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Premium Package', 'Yes', 'Continuously Variable Transmission', 'Palatial Ruby']
['2013, Toyota Camry SE, $6,995, 139,125 miles, Alloy Wheels, Steel Wheels', 'No', '6-Speed Automatic', 'Green']
['2018, Chevrolet Colorado ZR2 Crew Cab 4WD, $31,495, 40,600 miles, Navigation System, Alloy Wheels, Appearance Package, Bluetooth, Backup Camera, Remote Start', 'Yes', '8-Speed Automatic', 'Wh']
['2019, Ford Explorer Limited AWD, $30,825, 29,221 miles, Navigation System, Alloy Wheels, Backup Camera, Tow Package', 'Yes', '6-Speed Automatic', 'Magnetic Metallic']
['2017, Kia Optima LX, $12,300, 25,434 miles, Alloy Wheels, Bluetooth, Backup Camera, Convenience Package', 'No', '6-Speed Automatic', 'Titanium Silver']
['2017, Nissan Rogue S AWD, $16,273, 18,250 miles, Appearance Package, Steel Wheels, Bluetooth, Backup Camera', 'Yes', 'Continuously Variable Transmission', 'Palatial Ruby']
['2013, Mazda MAZDA3 i Grand Touring, $7,995, 102,215 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth', 'No', 'Automatic', 'Dolphi']
['2015, Chevrolet Equinox LS FWD, $12,495, 25,476 miles, Navigation System, Alloy Wheels, Bluetooth', 'Yes', '6-Speed Automatic Overdrive', 'Tn']
['2020, Subaru Outback Premium AWD, $26,988, 2,889 miles, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera', 'Yes', 'Continuously Variable Transmission', 'Crystal White Pearl']
['2018, Ford EcoSport Titanium AWD, $16,395, 20,376 miles, Sunroof/Moonroof, Navigation System, Backup Camera', 'No', '6-Speed Automatic', 'White']
['2018, Nissan Rogue SV AWD, $18,828, 14,476 miles, Alloy Wheels, Bluetooth, Backup Camera, Remote Start', 'Yes', 'Continuously Variable Transmission', 'Caspian Blue']
['2017, Hyundai Accent SE Sedan FWD, $8,999, 59,407 miles, Steel Wheels', 'No', '6-Speed Automatic Overdrive', 'Ultra Black Pearl']
['2017, Chevrolet Express 2500 LT RWD, $19,900, 24,459 miles, Power Package, Navigation System, Appearance Package, LT Package, Chrome Wheels, Steel Wheels, Bluetooth, Backup Camera, Tow Package, Climate Package, Convenience Package', 'Yes', '6-Speed Automatic Overdrive', 'Summit White']
['2017, Ford Edge Titanium AWD, $21,580, 47,700 miles, Leather Seats, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera', 'No', '6-Speed Automatic', 'Ingot Silver Metallic']
['2017, Honda Accord LX FWD, $14,999, 28,897 miles, Alloy Wheels, Bluetooth, Backup Camera', 'No', 'Basque Red Pearl Ii']
['2019, Kia Forte LXS FWD, $12,800, 20,951 miles, Alloy Wheels, Bluetooth, Backup Camera', 'No', 'Automatic', 'Currant Red']
['2019, Kia Sorento LX V6 AWD, $16,300, 46,357 miles, Alloy Wheels, Bluetooth, Backup Camera', 'No', '8-Speed Automatic', 'Snow White Pearl']
['2017, Nissan Rogue SV AWD, $15,973, 26,448 miles, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Premium Package', 'No', 'Continuously Variable Transmission', 'Caspian Blue']
['2015, Ford Flex Limited AWD, $16,330, 70,399 miles, Navigation System, Adaptive Cruise Control, Alloy Wheels, Backup Camera', 'No', '6-Speed Automatic', 'White Platinum Metallic Tri-coat']
['2017, Nissan Pathfinder S 4WD, $17,300, 26,848 miles, Alloy Wheels, Bluetooth, Backup Camera', 'No', 'Continuously Variable Transmission', 'Gun Metallic']
['2019, Kia Optima LX FWD, $14,600, 14,907 miles, Alloy Wheels, Bluetooth, Backup Camera', 'No', '6-Speed Automatic', 'Snow White Pearl']
['2013, Ford Escape SEL AWD, $10,595, 78,985 miles, Leather Seats, Alloy Wheels', 'No', 'Automatic', 'White Platinum Metallic Tri-coat']
['2017, Chevrolet Trax LS AWD, $13,995, 21,657 miles, Navigation System, Alloy Wheels, Bluetooth, Backup Camera', 'No', '6-Speed Automatic', 'Summit White']
['2018, Ford EcoSport Titanium AWD, $16,395, 20,376 miles, Sunroof/Moonroof, Navigation System, Backup Camera', 'No', '6-Speed Automatic', 'White']
['2017, Chevrolet Cruze Premier Sedan FWD, $15,495, 20,752 miles, Leather Seats, Sunroof/Moonroof, Driver Confidence Package, Navigation System, RS Package, SE Package, Alloy Wheels, Technology Package, Bluetooth, Backup Camera, Remote Start, Convenience Package', 'Yes', '6-Speed Automatic', 'Gy']
['2020, Chevrolet Colorado LT Crew Cab 4WD, $29,495, 3,144 miles, Alloy Wheels, Bluetooth, Backup Camera', 'No', '8-Speed Automatic', 'Gy']
['2018, Nissan Sentra S FWD, $10,995, 45,676 miles, Steel Wheels, Bluetooth, Backup Camera', 'No', 'Automatic', 'Brilliant Silver']
['2018, Jeep Grand Cherokee Laredo E 4WD, $25,810, 22,790 miles, Navigation System, Alloy Wheels, Bluetooth, Backup Camera', 'Yes', '8-Speed Automatic', 'Billet Silver Metallic Clear Coat']
['2017, Honda Civic LX, $13,785, 33,758 miles, Steel Wheels, Bluetooth, Backup Camera', 'No', 'Modern Steel Metallic']
['2013, Mazda MAZDA3 i Grand Touring, $7,995, 102,215 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth', 'No', 'Automatic', 'Dolphi']
['2013, Ford Escape SEL AWD, $10,595, 78,985 miles, Leather Seats, Alloy Wheels', 'No', 'Automatic', 'White Platinum Metallic Tri-coat']
['2017, Nissan Rogue SV AWD, $15,973, 26,448 miles, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Premium Package', 'No', 'Continuously Variable Transmission', 'Caspian Blue']
['2019, Nissan Kicks SR FWD, $18,994, 211 miles, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start', 'Yes', 'Continuously Variable Transmission', 'Or']
['2019, Chevrolet Blazer 2LT AWD, $29,795, 3,211 miles, Leather Seats, Driver Confidence Package, Alloy Wheels, Preferred Package, Steel Wheels, Bluetooth, Backup Camera, Remote Start', 'Yes', '9-Speed Automatic', 'Gy']
['2017, Nissan Pathfinder S 4WD, $17,300, 26,848 miles, Alloy Wheels, Bluetooth, Backup Camera', 'No', 'Continuously Variable Transmission', 'Gun Metallic']
['2017, Chevrolet Silverado 1500 LT Double Cab 4WD, $30,900, 23,420 miles, 2lt Package, Navigation System, Alloy Wheels, LT Package, Bluetooth, Backup Camera, Trailer Package, Tow Package, Convenience Package', 'Yes', '6-Speed Automatic Overdrive', 'Summit White']
['2017, Chevrolet Colorado Z71 Crew Cab 4WD, $26,495, 30,311 miles, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start', 'Yes', '8-Speed Automatic', 'Gr']
['2016, Chevrolet Traverse 1LT AWD, $19,490, 21,088 miles, Acoustical Package, Navigation System, Alloy Wheels, Technology Package, Bluetooth, Backup Camera, Remote Start', 'No', '6-Speed Automatic', 'Dk']
['2017, Honda Civic LX, $13,785, 33,758 miles, Steel Wheels, Bluetooth, Backup Camera', 'No', 'Modern Steel Metallic']
['2013, Toyota Camry SE, $6,995, 139,125 miles, Alloy Wheels, Steel Wheels', 'No', '6-Speed Automatic', 'Green']
['2017, Honda Civic LX, $14,385, 23,613 miles, Steel Wheels, Bluetooth, Backup Camera', 'No', 'Cosmic Blue Metallic']
['2015, Toyota Sienna SE 8-Passenger, $18,495, 82,311 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Preferred Package, Bluetooth, Backup Camera', 'No', '6-Speed Automatic Overdrive', 'Black']
['2020, Subaru Outback Premium AWD, $26,622, 2,765 miles, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera', 'Yes', 'Continuously Variable Transmission', 'Magnetite Gray Metallic']
['2017, Chevrolet Trax LS AWD, $13,995, 21,657 miles, Navigation System, Alloy Wheels, Bluetooth, Backup Camera', 'No', '6-Speed Automatic', 'Summit White']
['2017, Cadillac Escalade ESV Luxury 4WD, $38,888, 54,374 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Preferred Package, Bluetooth, Backup Camera, Remote Start', 'No', '8-Speed Automatic', 'Black Raven']
['2020, Subaru Outback Premium AWD, $26,530, 3,536 miles, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera', 'Yes', 'Continuously Variable Transmission', 'Autumn Green Metallic']
['2017, Chevrolet Colorado Z71 Crew Cab 4WD, $26,495, 30,311 miles, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start', 'Yes', '8-Speed Automatic', 'Gr']
['2019, Ford Explorer Limited AWD, $30,825, 29,221 miles, Navigation System, Alloy Wheels, Backup Camera, Tow Package', 'Yes', '6-Speed Automatic', 'Magnetic Metallic']
['2018, Ford EcoSport Titanium AWD, $16,395, 20,376 miles, Sunroof/Moonroof, Navigation System, Backup Camera', 'No', '6-Speed Automatic', 'White']
['2017, Chevrolet Express 2500 LT RWD, $19,900, 24,459 miles, Power Package, Navigation System, Appearance Package, LT Package, Chrome Wheels, Steel Wheels, Bluetooth, Backup Camera, Tow Package, Climate Package, Convenience Package', 'Yes', '6-Speed Automatic Overdrive', 'Summit White']
['2019, Chevrolet Impala LT FWD, $16,995, 37,578 miles, Alloy Wheels, Bluetooth, Backup Camera, Remote Start', 'Yes', '6-Speed Automatic Overdrive', 'Black']
['2018, Nissan Sentra S FWD, $10,995, 45,676 miles, Steel Wheels, Bluetooth, Backup Camera', 'No', 'Automatic', 'Brilliant Silver']
['2017, Land Rover Range Rover V8 Supercharged LWB 4WD, $58,994, 39,336 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start', 'No', 'Automatic', 'Black']
['2017, Kia Optima LX, $12,000, 38,100 miles, Alloy Wheels, Bluetooth, Backup Camera', 'No', '6-Speed Automatic', 'Ebony Black']
['2017, Hyundai Tucson 2.0L SE Plus AWD, $17,695, 27,503 miles, Leather Seats, Alloy Wheels, Bluetooth, Backup Camera', 'No', '6-Speed Automatic', 'Gray']
['2017, Chevrolet Equinox LT FWD, $15,995, 22,562 miles, Navigation System, Alloy Wheels, Bluetooth, Backup Camera', 'Yes', '6-Speed Automatic Overdrive', 'Wh']
['2017, Cadillac Escalade ESV Luxury 4WD, $38,888, 54,374 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Preferred Package, Bluetooth, Backup Camera, Remote Start', 'No', '8-Speed Automatic', 'Black Raven']
['2017, Chevrolet Trax LS FWD, $13,291, 23,724 miles, Navigation System, Bluetooth, Steel Wheels, Backup Camera', 'No', '6-Speed Automatic', 'Summit White']
['2019, Kia Optima LX FWD, $13,700, 17,339 miles, Alloy Wheels, Bluetooth, Backup Camera', 'No', '6-Speed Automatic', 'Ebony Black']
['2020, Subaru Outback Premium AWD, $26,638, 3,269 miles, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera', 'Yes', 'Continuously Variable Transmission', 'Magnetite Gray Metallic']
['2018, Ford EcoSport SES AWD, $17,345, 11,648 miles, Sunroof/Moonroof, Navigation System, Backup Camera, Remote Start, Climate Package', 'No', '6-Speed Automatic', 'Sv']
['2017, Chevrolet Trax LS AWD, $13,995, 21,657 miles, Navigation System, Alloy Wheels, Bluetooth, Backup Camera', 'No', '6-Speed Automatic', 'Summit White']
['2016, BMW X1 xDrive28i AWD, $18,976, 31,836 miles, Alloy Wheels, Bluetooth', 'No', 'Automatic', 'Blue']
['2017, Buick Encore Preferred AWD, $15,991, 22,179 miles, Navigation System, Alloy Wheels, Bluetooth, Backup Camera', 'No', '6-Speed Automatic Overdrive', 'Ebony Twilight Metallic']
['2017, Hyundai Tucson 2.0L SE Plus AWD, $17,695, 27,503 miles, Leather Seats, Alloy Wheels, Bluetooth, Backup Camera', 'No', '6-Speed Automatic', 'Gray']
['2017, Chevrolet Silverado 1500 LT Double Cab 4WD, $30,900, 23,420 miles, 2lt Package, Navigation System, Alloy Wheels, LT Package, Bluetooth, Backup Camera, Trailer Package, Tow Package, Convenience Package', 'Yes', '6-Speed Automatic Overdrive', 'Summit White']
['2017, Hyundai Santa Fe Sport 2.0T Ultimate AWD, $21,295, 39,953 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start', 'No', 'Automatic', 'Platinum Graphite']
['2018, Cadillac CT6 3.0TT Luxury AWD, $36,949, 28,009 miles, Leather Seats, Sunroof/Moonroof, Power Package, Navigation System, Safety Package, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Heat Package, Convenience Package', 'No', '8-Speed Automatic', 'Black Raven']
['2020, Subaru Outback Premium AWD, $26,526, 4,141 miles, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera', 'Yes', 'Continuously Variable Transmission', 'Crystal Black Silica']
['2020, Subaru Outback Premium AWD, $26,622, 2,765 miles, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera', 'Yes', 'Continuously Variable Transmission', 'Magnetite Gray Metallic']
['2017, Nissan Rogue 2017.5 SV AWD, $19,305, 16,548 miles, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Premium Package, Sound Package', 'Yes', 'Continuously Variable Transmission', 'Monarch Orange']
['2020, Subaru Outback Premium AWD, $26,530, 3,536 miles, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera', 'Yes', 'Continuously Variable Transmission', 'Autumn Green Metallic']
['2017, Chevrolet Colorado LT Crew Cab 4WD, $24,949, 52,701 miles, Navigation System, Alloy Wheels, LT Package, Technology Package, Bluetooth, Backup Camera, Convenience Package', 'Yes', '8-Speed Automatic', 'Black']
['2016, Subaru Impreza 2.0i Sport Premium Hatchback, $13,349, 37,805 miles, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera', 'No', 'Continuously Variable Transmission', 'Black']
['2017, Land Rover Range Rover V8 Supercharged LWB 4WD, $58,994, 39,336 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start', 'No', 'Automatic', 'Black']
['2017, Chevrolet Cruze LT Sedan FWD, $11,949, 15,536 miles, Navigation System, Alloy Wheels, LT Package, Bluetooth, Backup Camera, Convenience Package', 'Yes', '6-Speed Automatic', 'Pepperdust Metallic']
['2018, Chevrolet Equinox 1.5T LT FWD, $17,995, 21,114 miles, Alloy Wheels, Bluetooth, Backup Camera', 'Yes', '6-Speed Automatic Overdrive', 'Silver Ice Metallic']
['2017, Jeep Grand Cherokee Limited 4WD, $25,995, 35,214 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Quick Order Package', 'Yes', 'Automatic', 'True Blue Pearlcoat']
['2017, Chevrolet Colorado Z71 Crew Cab 4WD, $25,995, 53,072 miles, Suspension Package, Appearance Package, Steel Wheels, Bluetooth, Backup Camera, Remote Start', 'Yes', '8-Speed Automatic', 'Black']
['2013, Mazda MAZDA3 i Grand Touring, $7,995, 102,215 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth', 'No', 'Automatic', 'Dolphi']
['2019, Kia Optima LX FWD, $13,700, 17,339 miles, Alloy Wheels, Bluetooth, Backup Camera', 'No', '6-Speed Automatic', 'Ebony Black']
['2017, Toyota Camry SE, $13,588, 45,495 miles, Alloy Wheels, Bluetooth, Backup Camera', 'No', '6-Speed Automatic', 'Black']
['2017, Chevrolet Tahoe LT 4WD, $36,999, 33,655 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Suspension Package, Alloy Wheels, Premium Smooth Ride Suspension Package, Climate Package, Safety Package, SE Package, LT Package, Bluetooth, Memory Package, Backup Camera, Remote Start, Sound Package', 'Yes', '6-Speed Automatic Overdrive', 'Black']
['2017, Chevrolet Cruze LT Sedan FWD, $11,949, 15,536 miles, Navigation System, Alloy Wheels, LT Package, Bluetooth, Backup Camera, Convenience Package', 'Yes', '6-Speed Automatic', 'Pepperdust Metallic']
['2017, Jeep Cherokee Latitude 4WD, $16,810, 46,016 miles, Alloy Wheels, Bluetooth, Backup Camera', 'Yes', '9-Speed Automatic', 'Diamond Black Crystal Pearl Coat']
['2017, Chevrolet Colorado Z71 Crew Cab 4WD, $26,495, 30,311 miles, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start', 'Yes', '8-Speed Automatic', 'Gr']
['2016, Chevrolet Malibu 1LT FWD, $12,495, 42,932 miles, Navigation System, Alloy Wheels, Technology Package, Bluetooth, Backup Camera', 'Yes', '6-Speed Automatic', 'Wh']
['2015, Toyota Sienna SE 8-Passenger, $18,495, 82,311 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Preferred Package, Bluetooth, Backup Camera', 'No', '6-Speed Automatic Overdrive', 'Black']
['2017, Ford Edge Titanium AWD, $21,580, 47,700 miles, Leather Seats, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera', 'No', '6-Speed Automatic', 'Ingot Silver Metallic']
['2016, INFINITI QX60 AWD, $17,940, 93,572 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Premium Plus Package, Premium Package, P01 Premium Package', 'No', 'Continuously Variable Transmission', 'Black Obsidian']
['2013, Ford Escape SEL AWD, $10,595, 78,985 miles, Leather Seats, Alloy Wheels', 'No', 'Automatic', 'White Platinum Metallic Tri-coat']
['2016, Lexus ES 350 350 FWD, $18,995, 46,551 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Backup Camera', 'No', '6-Speed Automatic', 'Nebula Gray Pearl']
['2017, Nissan Pathfinder S 4WD, $17,300, 26,848 miles, Alloy Wheels, Bluetooth, Backup Camera', 'No', 'Continuously Variable Transmission', 'Gun Metallic']
['2017, Acura MDX SH-AWD, Technology Package, $27,300, 42,964 miles, Leather Seats, Sunroof/Moonroof, Power Package, Navigation System, Adaptive Cruise Control, Alloy Wheels, Technology Package, Bluetooth, Backup Camera, Remote Start, Trim Package, Luxury Package', 'No', 'Automatic', 'Black']
['2017, Ford Explorer AWD, $18,888, 27,803 miles, Backup Camera', 'No', '6-Speed Automatic', 'Blue Jeans Metallic']
['2017, Jeep Grand Cherokee Limited 4WD, $25,995, 35,214 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Quick Order Package', 'Yes', 'Automatic', 'True Blue Pearlcoat']
['2015, Ford Flex Limited AWD, $16,330, 70,399 miles, Navigation System, Adaptive Cruise Control, Alloy Wheels, Backup Camera', 'No', '6-Speed Automatic', 'White Platinum Metallic Tri-coat']
['2017, BMW X5 xDrive35i AWD, $28,768, 53,624 miles, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth', 'No', 'Automatic', 'Silver']
['2017, Jaguar F-PACE 20d Prestige AWD, $29,985, 31,184 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Technology Package, Backup Camera', 'No', '8-Speed Automatic', 'White']
['2017, Chevrolet Trax LS FWD, $13,291, 23,724 miles, Navigation System, Steel Wheels, Bluetooth, Backup Camera', 'No', '6-Speed Automatic', 'Summit White']
['2018, Chevrolet Traverse LT Cloth AWD, $29,495, 7,801 miles, Alloy Wheels, Bluetooth, Backup Camera, Remote Start', 'No', '9-Speed Automatic', 'Black']
['2019, Cadillac XTS Luxury FWD, $22,439, 36,708 miles, Leather Seats, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start', 'No', '6-Speed Automatic', 'Crystal White Tricoat']
['2013, Toyota Camry SE, $6,995, 139,125 miles, Alloy Wheels, Steel Wheels', 'No', '6-Speed Automatic', 'Green']
['2017, Chevrolet Colorado Z71 Crew Cab 4WD, $26,495, 30,311 miles, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start', 'Yes', '8-Speed Automatic', 'Gr']
['2017, Jeep Grand Cherokee Limited 4WD, $25,995, 35,214 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Quick Order Package', 'Yes', 'Automatic', 'True Blue Pearlcoat']
['2018, Ford EcoSport Titanium AWD, $16,395, 20,376 miles, Sunroof/Moonroof, Navigation System, Backup Camera', 'No', '6-Speed Automatic', 'White']
['2017, Hyundai Tucson 2.0L SE Plus AWD, $15,794, 27,623 miles, Leather Seats, Alloy Wheels, Bluetooth, Backup Camera', 'No', '6-Speed Automatic', 'Silver']
['2016, Chevrolet Tahoe LTZ 4WD, $38,500, 57,360 miles, Leather Seats, Sunroof/Moonroof, Power Package, Navigation System, Adaptive Cruise Control, DVD Entertainment System, Suspension Package, Alloy Wheels, Preferred Package, Premium Wheels, Trailer Package, Heat Package, Tow Package, Climate Package, LT Package, Bluetooth, Memory Package, Backup Camera, Bose High End Sound Package, Remote Start', 'Yes', '6-Speed Automatic Overdrive', 'Champagne Silver Metallic']
['2017, Honda Civic LX, $14,385, 23,613 miles, Steel Wheels, Bluetooth, Backup Camera', 'No', 'Cosmic Blue Metallic']
['2016, Chevrolet Traverse 1LT AWD, $19,490, 21,088 miles, Acoustical Package, Navigation System, Alloy Wheels, Technology Package, Bluetooth, Backup Camera, Remote Start', 'No', '6-Speed Automatic', 'Dk']
['2017, Acura MDX SH-AWD, Technology Package, $27,300, 42,964 miles, Leather Seats, Sunroof/Moonroof, Power Package, Navigation System, Adaptive Cruise Control, Alloy Wheels, Technology Package, Bluetooth, Backup Camera, Remote Start, Trim Package, Luxury Package', 'No', 'Automatic', 'Black']
['2017, Ford Edge SEL AWD, $21,995, 35,675 miles, Leather Seats, Navigation System, Alloy Wheels, Backup Camera', 'Yes', 'Automatic', 'Black']
['2017, Chevrolet Equinox LT FWD, $13,295, 55,551 miles, Navigation System, Alloy Wheels, Bluetooth, Backup Camera', 'No', 'Automatic', 'Black']
['2019, INFINITI QX50 Pure AWD, $26,300, 13,018 miles, Alloy Wheels, Bluetooth, Backup Camera', 'No', 'Continuously Variable Transmission', 'Hermosa Blue']
['2015, Volvo S60 T5 Platinum AWD, $12,295, 81,454 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera', 'No', 'Automatic', 'Savile Gray Metallic']
['2017, Chevrolet Trax Premier AWD, $15,995, 30,826 miles, Leather Seats, Driver Confidence Package, Navigation System, Alloy Wheels, Preferred Package, Bluetooth, Backup Camera, Remote Start', 'No', '6-Speed Automatic', 'Crimson Metallic']
['2017, Cadillac Escalade ESV Luxury 4WD, $38,888, 54,374 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Preferred Package, Bluetooth, Backup Camera, Remote Start', 'No', '8-Speed Automatic', 'Black Raven']
['2017, Nissan Rogue 2017.5 SV AWD, $17,258, 36,299 miles, Alloy Wheels, Bluetooth, Backup Camera, Remote Start', 'Yes', 'Automatic', 'Magnetic Black']
