['2020, BMW X5 xDrive40i AWD, $56,856, 7,232 miles, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Convenience Package', 'No', 'Automatic', 'Black Sapphire Metallic']
['2018, Chevrolet Equinox 1.5T LS FWD, $15,577, 37,382 miles, Alloy Wheels, Bluetooth, Backup Camera', 'No', '6-Speed Automatic Overdrive', 'Gray']
['2019, Volkswagen Jetta 1.4T S FWD, $15,795, 7,478 miles, Driver Assistance Package, Alloy Wheels, Bluetooth, Backup Camera', 'Yes', '8-Speed Automatic', 'Pyrite Silver Metallic']
['2017, BMW 5 Series 530i xDrive Sedan AWD, $33,995, 15,814 miles, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Heat Package, Premium Package, Comfort Package, Climate Package', 'Yes', 'Automatic', 'Blue']
['2017, Volkswagen Passat 1.8T SE, $14,320, 44,197 miles, Sunroof/Moonroof, Bluetooth, Backup Camera', 'Yes', '6-Speed Automatic', 'Reef Blue Metallic']
['2019, Nissan Maxima Platinum FWD, $30,290, 15,050 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Remote Start', 'No', 'Automatic', 'Brilliant Silver Metallic']
['2019, RAM 1500 Big Horn Crew Cab 4WD, $26,904, 15,174 miles, Bluetooth, Premium Wheels, Backup Camera, Trailer Package, Premium Package, Tow Package', 'No', 'Automatic', 'Diamond Black Crystal Pearl Coat']
['2015, Mazda MAZDA6 i Grand Touring, $12,590, 79,882 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera', 'No', 'Automatic', 'Meteor Gray Mica']
['2019, Ford Escape Titanium FWD, $19,900, 18,647 miles, Navigation System, Alloy Wheels, Backup Camera', 'No', '6-Speed Automatic', 'Magnetic Metallic']
['2017, Chevrolet Cruze LT Sedan FWD, $12,904, 30,454 miles, LT Package, Bluetooth, Premium Wheels, Backup Camera', 'No', 'Automatic', 'Pepperdust Metallic']
['2017, Honda Fit LX, $13,510, 24,201 miles, Steel Wheels, Bluetooth, Backup Camera', 'Yes', 'Continuously Variable Transmission', 'Gray']
['2019, Nissan Versa SV FWD, $10,500, 14,220 miles, Steel Wheels, Bluetooth, Backup Camera', 'No', 'Continuously Variable Transmission', 'Fresh Powder']
['2017, Honda HR-V EX AWD, $18,198, 21,633 miles, Sunroof/Moonroof, Alloy Wheels, Bluetooth, Backup Camera', 'Yes', 'Continuously Variable Transmission', 'Milano Red']
['2012, Volkswagen Passat SE, $4,953, 118,229 miles, Bluetooth', 'No', 'Black']
['2020, Ford Fusion Hybrid Titanium FWD, $27,290, 428 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera', 'No', 'Continuously Variable Transmission', 'Red']
['2017, Nissan Murano 2017.5 Platinum AWD, $26,590, 15,499 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Remote Start', 'No', 'Automatic', 'Pearl White']
['2017, Toyota Corolla SE, $14,511, 17,507 miles, Adaptive Cruise Control, Bluetooth, Backup Camera', 'No', 'Continuously Variable Transmission', 'Gray']
['2012, Volkswagen Passat SE, $4,953, 118,229 miles, Bluetooth', 'No', 'Black']
['2013, Mazda CX-9 Touring, $9,995, 101,522 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera', 'No', '6-Speed Automatic', 'Crystal White Pearl']
['2018, Ford F-150 Lariat SuperCrew 4WD, $35,999, 19,101 miles, Backup Camera', 'No', 'Automatic', 'Gray']
['2018, Dodge Journey SXT AWD, $12,604, 89,016 miles, Premium Wheels, Premium Package', 'No', 'Automatic', 'Pitch Black Clear Coat']
['2016, Chevrolet Equinox LT FWD, $13,777, 58,477 miles, Sunroof/Moonroof, Power Package, Navigation System, Alloy Wheels, Technology Package, Bluetooth, Backup Camera, Convenience Package', 'No', '6-Speed Automatic Overdrive', 'Gray']
['2017, Nissan Altima 2.5 SL, $14,312, 60,808 miles, Leather Seats, Alloy Wheels, Bluetooth, Backup Camera, Remote Start', 'No', 'Continuously Variable Transmission', 'Super Black Clearcoat']
['2017, Honda Fit LX, $13,510, 24,201 miles, Steel Wheels, Bluetooth, Backup Camera', 'Yes', 'Continuously Variable Transmission', 'Gray']
['2016, Ford F-150 XLT SuperCrew 4WD, $26,690, 57,125 miles, Alloy Wheels, Backup Camera', 'No', '6-Speed Automatic', 'Brown']
['2017, Buick Enclave Premium AWD, $25,777, 40,874 miles, Leather Seats, Sunroof/Moonroof, Power Package, Navigation System, Bluetooth, Backup Camera, Remote Start, Premium Package', 'No', '6-Speed Automatic Overdrive', 'White']
['2018, Volkswagen Tiguan SE 4Motion AWD, $21,995, 26,252 miles, Alloy Wheels, Bluetooth, Backup Camera, Remote Start', 'Yes', '8-Speed Automatic', 'Deep Black']
['2019, Ford Fusion Hybrid SE FWD, $15,204, 43,691 miles, Navigation System, Adaptive Cruise Control, Bluetooth, Premium Wheels, Backup Camera', 'No', 'Automatic', 'Oxford White']
['2018, Kia Sorento EX V6 AWD, $22,900, 37,706 miles, Leather Seats, Alloy Wheels, Bluetooth, Backup Camera', 'No', '6-Speed Automatic', 'Ebony Black']
['2018, Lincoln Navigator Black Label 4WD, $67,990, 34,702 miles, Sunroof/Moonroof, Navigation System, Alloy Wheels, Backup Camera', 'Yes', 'Automatic', 'Burgundy']
['2018, Ford F-150 Lariat SuperCrew 4WD, $35,999, 19,101 miles, Backup Camera', 'No', 'Automatic', 'Gray']
['2017, Buick Enclave Premium AWD, $25,777, 40,874 miles, Leather Seats, Sunroof/Moonroof, Power Package, Navigation System, Bluetooth, Backup Camera, Remote Start, Premium Package', 'No', '6-Speed Automatic Overdrive', 'White']
['2011, Nissan Frontier S Crew Cab 4WD, $11,990, 98,919 miles, Steel Wheels', 'No', '5-Speed Automatic Overdrive', 'Silver Lightning Metallic']
['2019, RAM 1500 Big Horn Crew Cab 4WD, $26,904, 15,174 miles, Bluetooth, Premium Wheels, Backup Camera, Trailer Package, Premium Package, Tow Package', 'No', 'Automatic', 'Diamond Black Crystal Pearl Coat']
['2018, Nissan Rogue Sport 2018.5 SV AWD, $16,593, 28,935 miles, Alloy Wheels, Bluetooth, Backup Camera', 'Yes', 'Continuously Variable Transmission', 'Pearl White']
['2017, Volkswagen Passat 1.8T SE, $16,122, 22,567 miles, Sunroof/Moonroof, Bluetooth, Backup Camera', 'Yes', '6-Speed Automatic', 'Deep Black Pearl']
['2013, Chevrolet Malibu LS FWD, $7,257, 113,688 miles, Navigation System, Alloy Wheels, Bluetooth', 'No', '6-Speed Automatic Overdrive', 'Silver Ice Metallic']
['2010, Ford Taurus SHO AWD, $7,690, 141,817 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera', 'No', '6-Speed Automatic', 'Black']
['2016, Ford Transit Passenger 350 XLT Medium Roof LWB RWD, Sliding Passenger-Side Door, $25,290, 29,136 miles, Steel Wheels, Bluetooth, Backup Camera, Sport Chrono Package, Premium Package, Upgrade Package', 'No', '6-Speed Automatic Overdrive', 'Oxford White']
['2014, Jeep Grand Cherokee Summit 4WD, $18,999, 85,076 miles, Leather Seats, Sunroof/Moonroof, Adaptive Cruise Control, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Quick Order Package', 'No', 'Automatic', 'Brilliant Black Crystal Pearlcoat']
['2018, Chrysler 300 Limited AWD, $18,995, 35,049 miles, Leather Seats, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Quick Order Package', 'No', '8-Speed Automatic', 'Maximum Steel Metallic Clearcoat']
['2018, Chevrolet Equinox 1.5T LT AWD, $19,511, 18,243 miles, Alloy Wheels, Bluetooth, Backup Camera', 'No', '6-Speed Automatic Overdrive', 'Sandy Ridge Metallic']
['2020, BMW 3 Series M340i xDrive Sedan AWD, $53,456, 8,924 miles, Sunroof/Moonroof, Navigation System, Bluetooth, Remote Start, Heat Package, Premium Package', 'No', 'Automatic', 'Alpine White']
['2017, Buick Enclave Premium AWD, $25,777, 40,874 miles, Leather Seats, Sunroof/Moonroof, Power Package, Navigation System, Bluetooth, Backup Camera, Remote Start, Premium Package', 'No', '6-Speed Automatic Overdrive', 'White']
['2019, Nissan Maxima Platinum FWD, $30,290, 15,050 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Remote Start', 'No', 'Automatic', 'Brilliant Silver Metallic']
['2018, Nissan Maxima S FWD, $19,492, 29,265 miles, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start', 'Yes', 'Continuously Variable Transmission', 'Pearl White']
['2017, Jeep Grand Cherokee Overland 4WD, $30,877, 25,240 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start', 'No', '8-Speed Automatic', 'Granite Crystal Metallic Clearcoat']
['2019, BMW X2 xDrive28i AWD, $34,956, 6,185 miles, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Convenience Package', 'No', 'Automatic', 'Black Sapphire Metallic']
['2020, Jeep Compass Latitude FWD, $21,777, 2,268 miles, Alloy Wheels, Bluetooth, Backup Camera, Quick Order Package', 'No', '6-Speed Automatic', 'Silver']
['2018, Lexus ES 350 350 FWD, $26,900, 29,275 miles, Leather Seats, Alloy Wheels, Backup Camera', 'No', '6-Speed Automatic', 'Eminent White Pearl']
['2017, Chevrolet Equinox Premier FWD, $16,490, 50,355 miles, Leather Seats, Power Package, Navigation System, Alloy Wheels, Technology Package, Bluetooth, Backup Camera, Remote Start, Convenience Package', 'No', '6-Speed Automatic Overdrive', 'Silver Ice Metallic']
['2019, Ford Escape Titanium FWD, $19,900, 14,716 miles, Navigation System, Alloy Wheels, Backup Camera', 'No', '6-Speed Automatic', 'Oxford White']
['2018, Volkswagen Tiguan SE 4Motion AWD, $20,963, 39,858 miles, Alloy Wheels, Bluetooth, Backup Camera', 'Yes', '8-Speed Automatic', 'White']
['2020, BMW X5 xDrive40i AWD, $60,556, 8,531 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Premium Package', 'No', 'Automatic', 'Phytonic Blue Metallic']
['2015, Jeep Patriot High Altitude Edition, $9,795, 73,852 miles, Sunroof/Moonroof, Alloy Wheels, Bluetooth, Remote Start', 'No', 'Continuously Variable Transmission', 'Granite Crystal Metallic Clearcoat']
['2017, Honda Pilot EX-L AWD, RES, $25,990, 51,402 miles, Sunroof/Moonroof, Alloy Wheels, Bluetooth, Backup Camera', 'No', '6-Speed Automatic', 'Black']
['2015, Jeep Cherokee Latitude FWD, $13,695, 52,818 miles, Alloy Wheels, Bluetooth, Backup Camera, Quick Order Package', 'No', '9-Speed Automatic', 'Brilliant Black Crystal Pearlcoat']
['2016, Ford Transit Passenger 350 XLT Medium Roof LWB RWD, Sliding Passenger-Side Door, $25,290, 29,136 miles, Steel Wheels, Bluetooth, Backup Camera, Sport Chrono Package, Premium Package, Upgrade Package', 'No', '6-Speed Automatic Overdrive', 'Oxford White']
['2014, Chevrolet Silverado 1500 LT Double Cab 4WD, $21,990, 59,580 miles, Navigation System, Alloy Wheels, Bluetooth', 'No', '6-Speed Automatic', 'Silver Ice Metallic']
['2017, Cadillac XT5 Luxury FWD, $24,904, 41,932 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Bluetooth, Premium Wheels, Backup Camera, Remote Start, Luxury Package', 'No', 'Automatic', 'Red Passion Tintcoat']
['2020, BMW X3 M40i AWD, $52,156, 6,443 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera', 'No', 'Automatic', 'Alpine White']
['2019, Volkswagen Golf 1.4T S 4-Door FWD, $18,295, 4,401 miles, Sunroof/Moonroof, Alloy Wheels, Bluetooth, Backup Camera', 'Yes', '8-Speed Automatic', 'Platinum Gray Metallic']
['2016, Ford F-150 Lariat SuperCrew 4WD, $29,999, 56,473 miles, Leather Seats, Alloy Wheels, Bluetooth, Backup Camera', 'No', 'Automatic', 'Brown']
['2017, Chevrolet Malibu LT FWD, $14,995, 46,226 miles, Sunroof/Moonroof, Power Package, Navigation System, Alloy Wheels, Preferred Package, Technology Package, Bluetooth, Backup Camera', 'No', '6-Speed Automatic', 'Iridescent Pearl Tricoat']
['2020, BMW X3 M40i AWD, $52,156, 6,443 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera', 'No', 'Automatic', 'Alpine White']
['2017, Volkswagen Passat 1.8T SE, $14,320, 44,197 miles, Sunroof/Moonroof, Bluetooth, Backup Camera', 'Yes', '6-Speed Automatic', 'Reef Blue Metallic']
['2017, GMC Terrain SLE2 AWD, $15,404, 66,070 miles, Bluetooth, Premium Wheels, Backup Camera, Premium Package', 'No', 'Automatic', 'Graphite Gray Metallic']
['2020, BMW X5 xDrive40i AWD, $55,956, 8,251 miles, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Convenience Package', 'No', 'Automatic', 'Jet Black']
['2017, Volkswagen Passat 1.8T SE, $14,320, 44,197 miles, Sunroof/Moonroof, Bluetooth, Backup Camera', 'Yes', '6-Speed Automatic', 'Reef Blue Metallic']
['2020, BMW X5 xDrive40i AWD, $58,056, 8,408 miles, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Premium Package', 'No', 'Automatic', 'Jet Black']
['2018, Chevrolet Equinox 1.5T LT AWD, $19,511, 18,243 miles, Alloy Wheels, Bluetooth, Backup Camera', 'No', '6-Speed Automatic Overdrive', 'Sandy Ridge Metallic']
['2017, Chevrolet Equinox Premier FWD, $16,490, 50,355 miles, Leather Seats, Power Package, Navigation System, Alloy Wheels, Technology Package, Bluetooth, Backup Camera, Remote Start, Convenience Package', 'No', '6-Speed Automatic Overdrive', 'Silver Ice Metallic']
['2017, Buick Encore Preferred II FWD, $14,994, 33,761 miles, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start', 'No', '6-Speed Automatic Overdrive', 'Summit White']
['2019, Jeep Grand Cherokee Limited 4WD, $31,688, 22,251 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Quick Order Package', 'No', '8-Speed Automatic', 'Bright White Clearcoat']
['2020, BMW X5 xDrive40i AWD, $58,056, 8,408 miles, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Premium Package', 'No', 'Automatic', 'Jet Black']
['2012, Volkswagen Passat SE, $4,953, 118,229 miles, Bluetooth', 'No', 'Black']
['2017, Volkswagen Jetta 1.4T SE FWD, $14,295, 13,889 miles, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera', 'Yes', '6-Speed Automatic', 'Cardinal Red Metallic']
['2015, Chevrolet Equinox LS FWD, $11,999, 44,859 miles, Navigation System, Alloy Wheels, Bluetooth', 'No', 'Automatic', 'Black']
['2017, Mazda CX-5 Grand Select AWD, $21,995, 34,410 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera', 'No', 'Automatic', 'Machine Gray Metallic']
['2019, RAM 1500 Big Horn Crew Cab 4WD, $26,904, 15,174 miles, Bluetooth, Premium Wheels, Backup Camera, Trailer Package, Premium Package, Tow Package', 'No', 'Automatic', 'Diamond Black Crystal Pearl Coat']
['2017, Honda HR-V EX AWD, $18,198, 21,633 miles, Sunroof/Moonroof, Alloy Wheels, Bluetooth, Backup Camera', 'Yes', 'Continuously Variable Transmission', 'Milano Red']
['2019, Jeep Renegade Latitude FWD, $17,977, 6,829 miles, Alloy Wheels, Bluetooth, Backup Camera, Remote Start', 'No', '9-Speed Automatic', 'Black Clearcoat']
['2017, Jeep Grand Cherokee Overland 4WD, $30,877, 25,240 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start', 'No', '8-Speed Automatic', 'Granite Crystal Metallic Clearcoat']
['2017, Chevrolet Malibu LT FWD, $14,995, 46,226 miles, Sunroof/Moonroof, Power Package, Navigation System, Alloy Wheels, Preferred Package, Technology Package, Bluetooth, Backup Camera', 'No', '6-Speed Automatic', 'Iridescent Pearl Tricoat']
['2020, BMW X7 xDrive40i AWD, $72,956, 7,138 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Premium Package', 'No', 'Automatic', 'Alpine White']
['2017, Lincoln MKC Reserve FWD, $20,904, 31,742 miles, Leather Seats, Navigation System, Bluetooth, Premium Wheels, Backup Camera, Remote Start', 'No', 'Automatic', 'Black Velvet']
['2016, Volkswagen Tiguan SEL 4Motion, $16,969, 37,175 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera', 'Yes', '6-Speed Automatic', 'Deep Black Pearl']
['2019, Dodge Durango R/T AWD, $32,900, 25,271 miles, Leather Seats, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Quick Order Package', 'No', '8-Speed Automatic', 'Billet Clearcoat']
['2018, Volkswagen Tiguan SE 4Motion AWD, $15,995, 93,644 miles, Alloy Wheels, Bluetooth, Backup Camera', 'No', '8-Speed Automatic', 'Silk Blue Metallic']
['2018, Chevrolet Traverse LT Leather FWD, $25,990, 46,063 miles, Leather Seats, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start', 'No', '9-Speed Automatic', 'Silver Ice Metallic']
['2020, Chevrolet Equinox 1.5T LS FWD, $19,900, 2,191 miles, Alloy Wheels, Bluetooth, Backup Camera', 'Yes', '6-Speed Automatic Overdrive', 'White']
['2011, Subaru Impreza Outback Sport, $8,690, 81,984 miles, Alloy Wheels', 'No']
['2016, Ford F-150 Lariat SuperCrew 4WD, $29,999, 56,473 miles, Leather Seats, Alloy Wheels, Bluetooth, Backup Camera', 'No', 'Automatic', 'Brown']
['2018, Jeep Grand Cherokee Laredo E 4WD, $24,995, 21,071 miles, Customer Preferred Package, Navigation System, Alloy Wheels, Preferred Package, Bluetooth, Backup Camera, Quick Order Package', 'No', '8-Speed Automatic', 'Granite Crystal Metallic Clearcoat']
['2020, BMW 3 Series M340i xDrive Sedan AWD, $53,456, 8,924 miles, Sunroof/Moonroof, Navigation System, Bluetooth, Remote Start, Heat Package, Premium Package', 'No', 'Automatic', 'Alpine White']
['2020, Chevrolet Silverado 1500 LT Double Cab 4WD, $31,900, 7,569 miles, Alloy Wheels, Bluetooth, Backup Camera', 'No', '8-Speed Automatic', 'Black']
['2019, Dodge Durango R/T AWD, $32,900, 29,409 miles, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start', 'No', '8-Speed Automatic', 'White Knuckle Clearcoat']
['2014, Jeep Grand Cherokee Summit 4WD, $18,999, 85,076 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Quick Order Package', 'No', 'Automatic', 'Brilliant Black Crystal Pearlcoat']
['2019, Volkswagen Jetta 1.4T S FWD, $15,795, 7,478 miles, Driver Assistance Package, Alloy Wheels, Bluetooth, Backup Camera', 'Yes', '8-Speed Automatic', 'Pyrite Silver Metallic']
['2019, Nissan Sentra SR FWD, $14,490, 30,197 miles, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera', 'Yes', 'Continuously Variable Transmission', 'Super Black']
['2017, GMC Acadia Denali FWD, $26,595, 43,520 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Technology Package, Bluetooth, Backup Camera, Remote Start', 'No', '6-Speed Automatic', 'Ebony Twilight Metallic']
['2018, Chevrolet Equinox 1.5T LT AWD, $18,999, 31,482 miles, Driver Confidence Package, Alloy Wheels, Preferred Package, Bluetooth, Backup Camera, Remote Start, Convenience Package', 'Yes', '6-Speed Automatic Overdrive', 'Mosaic Black Metallic']
['2020, BMW X7 xDrive40i AWD, $72,956, 7,138 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Premium Package', 'No', 'Automatic', 'Alpine White']
['2020, BMW X7 xDrive40i AWD, $70,356, 6,144 miles, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Climate Package', 'No', 'Automatic', 'Mineral White Metallic']
['2017, Nissan Rogue Sport SV AWD, $17,498, 31,258 miles, Alloy Wheels, Bluetooth, Backup Camera', 'No', 'Continuously Variable Transmission', 'Pearl White']
['2020, BMW X7 xDrive40i AWD, $70,356, 6,144 miles, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Climate Package', 'No', 'Automatic', 'Mineral White Metallic']
['2019, BMW X2 xDrive28i AWD, $34,600, 6,719 miles, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Convenience Package', 'No', 'Automatic', 'Black Sapphire Metallic']
['2018, Chrysler 300 Limited AWD, $18,995, 35,049 miles, Leather Seats, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Quick Order Package', 'No', '8-Speed Automatic', 'Maximum Steel Metallic Clearcoat']
['2017, GMC Terrain SLT1 AWD, $20,497, 32,393 miles, Leather Seats, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start', 'Yes', '6-Speed Automatic', 'Quicksilver Metallic']
['2020, BMW X7 xDrive40i AWD, $72,956, 7,138 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Premium Package', 'No', 'Automatic', 'Alpine White']
['2016, Cadillac XTS FWD, $16,990, 52,402 miles, Leather Seats, Navigation System, Alloy Wheels, Bluetooth, Remote Start', 'No', 'Automatic', 'Radiant Silver Metallic']
['2017, Buick Enclave Premium FWD, $23,404, 62,128 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Appearance Package, Bluetooth, Premium Wheels, Backup Camera, Remote Start, Tow Package', 'No', 'Automatic', 'Iridium Metallic']
['2016, Ford F-150 XLT SuperCrew 4WD, $26,690, 57,125 miles, Alloy Wheels, Backup Camera', 'No', '6-Speed Automatic', 'Brown']
['2015, Mazda MAZDA6 i Grand Touring, $12,590, 79,882 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera', 'No', 'Automatic', 'Meteor Gray Mica']
['2017, Jeep Grand Cherokee Overland 4WD, $30,877, 25,240 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start', 'No', '8-Speed Automatic', 'Granite Crystal Metallic Clearcoat']
['2019, Volkswagen Jetta 1.4T S FWD, $15,795, 7,478 miles, Driver Assistance Package, Alloy Wheels, Bluetooth, Backup Camera', 'Yes', '8-Speed Automatic', 'Pyrite Silver Metallic']
['2014, Audi A8 3.0T quattro AWD, $16,459, 105,567 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Bluetooth, Heat Package, Premium Package, Luxury Package', 'No', 'Automatic', 'Night Blue Pearl Effect']
['2017, Buick Enclave Premium FWD, $23,404, 62,128 miles, Leather Seats, Sunroof/Moonroof, Navigation System, Appearance Package, Bluetooth, Premium Wheels, Backup Camera, Remote Start, Tow Package', 'No', 'Automatic', 'Iridium Metallic']
['2018, Lincoln Navigator Black Label 4WD, $67,990, 34,702 miles, Sunroof/Moonroof, Navigation System, Alloy Wheels, Backup Camera', 'Yes', 'Automatic', 'Burgundy']
